PREDICATION_ID,PMID,PREDICATE,INDICATOR_TYPE,PREDICATE_START_INDEX,PREDICATE_END_INDEX,SUBJECT_TEXT,SUBJECT_SEMTYPE,SUBJECT_START_INDEX,SUBJECT_END_INDEX,SUBJECT_SCORE,SUBJECT_DIST,SUBJECT_MAXDIST,SUBJECT_CUI,SUBJECT_NOVELTY,OBJECT_TEXT,OBJECT_SEMTYPE,OBJECT_START_INDEX,OBJECT_END_INDEX,OBJECT_SCORE,OBJECT_DIST,OBJECT_MAXDIST,OBJECT_CUI,OBJECT_NOVELTY,TYPE,SENTENCE,LABEL
P5036,5748939,STIMULATES,VERB,236,245,L-Homocystine,aapp,222,235,1000,1,1,C0019878,1,Hageman factor,gngm,246,260,1000,1,5,C0015525,1,ab,"L-Homocystine activates Hageman factor, as demonstrated by its capacity to       initiate clotting and to induce the evolution of plasma kinins.",n
P5037,13738581,INTERACTS_WITH,NOM,245,254,sinomenine,orch,270,280,1000,2,4,C0074568,1,papaverine,orch,258,268,1000,1,4,C0030350,1,ti,"[On changes in bio-electrical activities of the cerebral cortex and optic       thalamus under the influence of papaverine, sinomenine, tiphen and dibazol].",n
P5038,13384334,INTERACTS_WITH,NOM,175,182,chlorpromazine,orch,194,208,1000,2,5,C0008286,1,atarax,orch,186,192,1000,1,5,C0684229,1,ti,"[Personal impressions on the effects of atarax, chlorpromazine, reserpine and AY       5406-1 (parasan) in psychiatric therapy].",y
P5039,16561241,INTERACTS_WITH,NOM,154,160,Penicillin,antb,210,220,1000,3,4,C0030842,1,Mineral,inch,172,179,851,1,4,C0026162,1,ti,The Effect of Certain Mineral Elements on the Production of Penicillin in Shake       Flasks.,n
P5040,5955096,INTERACTS_WITH,NOM,146,155,antibiotic,antb,179,189,888,2,2,C0003232,1,pyrrolnitrin,orch,159,171,1000,1,2,C0034336,1,ti,"Total synthesis of pyrrolnitrin, a new antibiotic.",n
P5041,5643063,INHIBITS,VERB,359,369,chloramphenicol,antb,338,353,1000,1,4,C0008168,1,antibiotic,antb,375,385,1000,1,1,C0003232,1,ab,Naturally occurring strains of staphylococci which are resistant to       chloramphenicol (CM) inactivate this antibiotic.,y
P5042,6065087,INTERACTS_WITH,NOM,158,169,glutamate aspartate transaminase,aapp,190,222,1000,2,3,C0004002,1,cycloserine,aapp,173,184,1000,1,3,C0010590,1,ti,The interaction of cycloserine with glutamate aspartate transaminase as measured       by fluorescence spectroscopy.,n
P5043,13502836,INTERACTS_WITH,NOM,205,211,antidotal,phsu,195,204,853,0,2,C0003295,1,anticonvulsants,phsu,215,230,1000,1,2,C0003286,1,ti,The convulsant effect of hydrazides and the antidotal effect of anticonvulsants       and metabolites.,n
P5044,4288057,INTERACTS_WITH,NOM,157,164,Pressor,phsu,149,156,855,0,0,C0237795,1,angiotensin,aapp,168,179,872,1,3,C0003018,1,ti,Pressor effects of angiotensin infusions into different vascular beds in the       rabbit.,y
P5045,13502841,INTERACTS_WITH,NOM,155,161,electrolytes,inch,204,216,1000,3,5,C0013832,1,estrogens,horm,165,174,1000,1,5,C0014939,1,ti,The effect of estrogens on the uptake of albumin and electrolytes by the rat       uterus.,y
P5046,4387000,STIMULATES,NOM,353,362,adrenocorticosteroids,horm,395,416,1000,2,5,C0001617,1,tyrosine aminotransferase,gngm,366,391,1000,1,5,C0041487|6898,1,ab,"The importance of adenyl cyclase and adenosine 3',5'-monophosphate in the       induction of tyrosine aminotransferase by adrenocorticosteroids has been tested       in HTC cells derived from a rat hepatoma and grown in tissue culture.",n
P5047,5659361,INTERACTS_WITH,NOM,1682,1691,acetate,orch,1609,1616,1000,3,4,C0000975,1,lactate,orch,1695,1702,1000,1,6,C0022924,1,ab,Evidence was gathered to suggest that acetate was the primary end product of       lactate metabolism but that oxidation of lactate to pyruvate dictated the       synthesis of butyrate from acetate to maintain an oxidation-reduction balance.,n
P5048,5659361,STIMULATES,ADJ,1889,1898,lactate,orch,1874,1881,1000,2,4,C0376261,1,acetate,orch,1911,1918,888,1,3,C0000975,1,ab,"It       was noted that acetate and butyrate production from lactate was pH-dependent,       with acetate production maximal at pH 7.4 and butyrate at 6.2.",y
P5049,4387000,STIMULATES,NOM,1008,1017,glucocorticoids,horm,1056,1071,1000,2,3,C0017710,1,tyrosine aminotransferase,gngm,1027,1052,1000,1,3,C0041487|6898,1,ab,We conclude that induction       of tyrosine aminotransferase by glucocorticoids is not mediated by the adenyl       cyclase-cyclic adenosine monophosphate system.,y
P5050,18933935,INTERACTS_WITH,NOM,158,164,thiouracil,orch,189,199,1000,2,4,C0039957,1,cytochrome c,aapp,203,215,901,3,4,C0010754,1,ti,The effect of thyroidectomy and of thiouracil on cytochrome c metabolism and       liver regeneration.,y
P5051,5859011,INTERACTS_WITH,NOM,169,175,acetylesterase,aapp,218,232,888,3,5,C0001053,1,promazine,orch,179,188,1000,1,5,C0033399,1,ti,[Studies on the effect of promazine on the solubility of hepatic acetylesterase       (3.1.1.6) under the influence of carbon tetrachloride].,y
P5052,16561276,INTERACTS_WITH,NOM,180,186,Phenylacetic Acid,orch,190,207,1000,1,2,C0070620,1,Penicillin,antb,211,221,888,2,2,C0030842,1,ti,The Effect of Phenylacetic Acid on Penicillin Production.,y
P5053,5839848,INTERACTS_WITH,NOM,155,161,interferon,aapp,171,181,861,1,3,C0021747,1,ribonuclease,aapp,189,201,694,2,3,C0035542,1,ti,Effect of chick interferon on the ribonuclease content of chick embryo       fibroblasts.,n
P5054,13737839,INHIBITS,NOM,202,212,thyroxine,aapp,168,177,1000,1,3,C0040165,1,thyrotropin,aapp,232,243,790,1,2,C0040160,1,ti,Comparative abilities of thyroxine and triiodothyronine as inhibitors of       pituitary thyrotropin secretion in cattle.,n
P5055,13737839,INHIBITS,NOM,202,212,triiodothyronine,aapp,182,198,1000,1,3,C0041014,1,thyrotropin,aapp,232,243,790,1,2,C0040160,1,ti,Comparative abilities of thyroxine and triiodothyronine as inhibitors of       pituitary thyrotropin secretion in cattle.,y
P5056,13997866,INHIBITS,NOM,148,158,Nalorphine,orch,137,147,888,0,0,C0027355,1,chlorpromazine,orch,185,199,1000,2,5,C0008286,1,ti,"Nalorphine antagonism to the narcotic action of chlorpromazine, meprobamate and       metaminodiazeposide (Librium).",n
P5057,13070257,STIMULATES,NOM,328,339,barbiturates,orch,168,180,1000,7,8,C0004745,1,cortical,gngm,319,327,861,0,8,C1366490|156,1,ti,"The action of barbiturates on the electrical activity of the brain of the cat,       with particular reference to electrographic monitoring of narcosis during       cortical stimulation.",y
P5058,4378781,INTERACTS_WITH,NOM,155,164,aminonucleoside,nnon,168,183,1000,1,3,C0085791,1,pyridine nucleotide,nnon,191,210,734,2,3,C0597331,1,ti,Influence of aminonucleoside on the pyridine nucleotide concentration of the rat       kidney.,n
P5059,13384418,INTERACTS_WITH,NOM,154,163,ACTH,aapp,186,190,1000,2,3,C0001655|5443,1,polypeptide,aapp,169,180,1000,1,3,C1305923,1,ti,Synthesis of a polypeptide with ACTH-like structure.,n
P5060,13685194,INTERACTS_WITH,NOM,653,663,carboxypeptidase,aapp,609,625,1000,1,6,C0007075,1,leucine aminopeptidase,aapp,630,652,734,0,6,C0023402,1,ab,"The anaphylactic release       of histamine is prevented by chymotrypsin substrates and inhibitors but not by       trypsin, carboxypeptidase, or leucine aminopeptidase substrates or the soybean       trypsin inhibitor.",n
P5061,4863746,INTERACTS_WITH,NOM,203,213,genes,gngm,169,174,1000,1,3,C0017337,1,aromatic,orch,221,229,888,1,2,C0772162,1,ti,"Correlation of genes and enzymes, and studies on regulation of the aromatic       pathway in Salmonella.",y
P5062,13070266,INHIBITS,VERB,189,198,adrenergic blocking drugs,phsu,202,227,1000,1,1,C0242889,1,adrenaline,horm,178,188,1000,1,2,C0014563,1,ti,An inhibitory action of adrenaline abolished by adrenergic blocking drugs.,y
P5063,14217000,INTERACTS_WITH,NOM,156,167,FENTANYL,orch,187,195,1000,2,3,C0015846,1,NALORPHINE,orch,171,181,1000,1,3,C0027355,1,ti,A STUDY OF THE INTERACTION OF NALORPHINE WITH FENTANYL AND INNOVAR.,y
P5064,14217000,INTERACTS_WITH,NOM,156,167,INNOVAR,orch,200,207,1000,2,3,C0063549,1,NALORPHINE,orch,171,181,1000,1,3,C0027355,1,ti,A STUDY OF THE INTERACTION OF NALORPHINE WITH FENTANYL AND INNOVAR.,y
P5065,14055734,INTERACTS_WITH,NOM,142,149,TESTOSTERONE,horm,153,165,1000,1,5,C0039601,1,CORTICOTROPHIN,aapp,179,193,861,2,5,C0001655,1,ti,EFFECTS OF TESTOSTERONE ON PITUITARY CORTICOTROPHIN AND ADRENAL STEROID SECRETION       IN MALE AND FEMALE RATS.,n
P5066,14055734,INTERACTS_WITH,NOM,142,149,TESTOSTERONE,horm,153,165,1000,1,5,C0039601,1,STEROID,strd,206,213,851,2,5,C0038317,1,ti,EFFECTS OF TESTOSTERONE ON PITUITARY CORTICOTROPHIN AND ADRENAL STEROID SECRETION       IN MALE AND FEMALE RATS.,n
P5067,5643066,STIMULATES,NOM,351,360,PRL-R3,aapp,309,315,658,2,3,C0033371|5617,1,ribitol dehydrogenase,gngm,364,385,1000,1,5,C0073223,1,ab,"The incubation of Aerobacter aerogenes PRL-R3 with ribitol resulted in the       induction of ribitol dehydrogenase and d-ribulokinase, coordinately controlled       enzymes of the pathway of ribitol catabolism.",n
P5068,13685194,INHIBITS,VERB,2130,2139,N-ethylmaleimide,orch,2143,2159,1000,1,3,C0015101,1,chymotrypsin inhibitors,phsu,2060,2083,983,3,10,C0596337,1,ab,"Thiol alkylating or oxidizing       agents also prevent the anaphylactic release of histamine, but in contrast to the       situation with diisopropylfluophosphate and the other chymotrypsin inhibitors,       the phase of the anaphylactic reaction inhibited by N-ethylmaleimide is available       prior to the antigen-antibody interaction.",n
P5069,13789749,INHIBITS,NOM,936,946,ergosterol,phsu,983,993,872,3,4,C0014705,1,progesterone,horm,917,929,888,0,1,C0033308,1,ab,"A small decrease in progesterone       inhibition of T. utilis was obtained by adding ergosterol, cholesterol, or       pregnenolone.",n
P5070,13737923,INTERACTS_WITH,NOM,187,193,anti-hypertensive,phsu,169,186,890,0,1,C0003364,1,hydrochlorothiazide,orch,197,216,1000,1,1,C0020261,1,ti,On the mechanism of the anti-hypertensive effect of hydrochlorothiazide.,n
P5071,16561151,INTERACTS_WITH,INFER,318,335,Penicillin,antb,203,213,1000,0,0,C0030842,1,Sulfonamide,orch,318,329,888,0,0,C0038760,1,ti,"In Vitro Studies Concerning the Action of Penicillin on the Viridans       Streptococci, Including Observations on the So-called Synergistic Effect of       Sulfonamide Drugs.",n
P5072,16561151,INTERACTS_WITH,NOM,302,308,Penicillin,antb,203,213,1000,3,5,C0030842,1,Drugs,phsu,330,335,888,1,1,C0013227,0,ti,"In Vitro Studies Concerning the Action of Penicillin on the Viridans       Streptococci, Including Observations on the So-called Synergistic Effect of       Sulfonamide Drugs.",n
P5073,13737925,INTERACTS_WITH,NOM,179,185,anti-hypertensive,phsu,161,178,890,0,1,C0003364,1,hydrochlorothiazide,orch,189,208,1000,1,1,C0020261,1,ti,On the mechanism of the anti-hypertensive effect of hydrochlorothiazide.,n
P5074,14268457,INTERACTS_WITH,NOM,210,216,PHOSPHORYLASE,aapp,155,168,1000,3,4,C0917783,1,LUTEINIZING HORMONE,aapp,226,245,1000,1,1,C0023607,1,ti,"GLYCOGEN AND PHOSPHORYLASE IN BOVINE AND RAT CORPORA LUTEA, AND THE EFFECT OF       LUTEINIZING HORMONE.",y
P5075,4286778,INTERACTS_WITH,NOM,189,200,dehydrogenase,aapp,251,264,861,1,4,C0030016,1,Flavin,orch,182,188,888,0,0,C0016213,1,ti,"Flavin interaction with a reduced diphosphopyridine       nucleotide dehydrogenase, one of the enzymes participating in camphor       lactonization.",n
P5076,14151041,INHIBITS,NOM,1172,1182,methyl groups,orch,1243,1256,890,3,4,C0596922,1,antibiotic,antb,1186,1196,888,1,4,C0003232,1,ab,"When the       methionine antagonist, d,l-ethionine, was added to resting cells at a       concentration causing 65% inhibition of antibiotic synthesis, incorporation of       radioactive methyl groups was reduced to the same extent.",n
P5077,5776196,STIMULATES,NOM,222,231,chromatin,aapp,191,200,851,1,3,C0008546,1,hydrocortisone,horm,207,221,888,0,3,C0020268,1,ti,The changes in the state of rat liver chromatin under hydrocortisone induction.,y
P5078,12997916,INTERACTS_WITH,NOM,323,329,tocopheryl phosphate,opco,359,379,901,2,3,C0051468,1,epinephrine,horm,305,316,888,0,1,C0014563,1,ti,"Modification of epinephrine       effect, hyperlactacidemia, by alpha-tocopheryl phosphate in the rat.",y
P5079,4236762,INHIBITS,NOM,134,144,chlorpromazine,orch,211,225,1000,2,5,C0008286,1,calcium pump,gngm,165,177,865,1,5,C0001476,1,ti,"The inhibition of the sarcoplasmic calcium pump by prenylamine, reserpine,       chlorpromazine and imipramine.",y
P5080,4236762,INHIBITS,NOM,134,144,imipramine,orch,230,240,1000,2,5,C0020934,1,calcium pump,gngm,165,177,865,1,5,C0001476,1,ti,"The inhibition of the sarcoplasmic calcium pump by prenylamine, reserpine,       chlorpromazine and imipramine.",y
P5081,4236762,INHIBITS,NOM,134,144,prenylamine,orch,181,192,1000,2,5,C0033059,1,calcium pump,gngm,165,177,865,1,5,C0001476,1,ti,"The inhibition of the sarcoplasmic calcium pump by prenylamine, reserpine,       chlorpromazine and imipramine.",y
P5082,4236762,INHIBITS,NOM,134,144,reserpine,orch,194,203,1000,2,5,C0035179,1,calcium pump,gngm,165,177,865,1,5,C0001476,1,ti,"The inhibition of the sarcoplasmic calcium pump by prenylamine, reserpine,       chlorpromazine and imipramine.",y
P5083,4887382,INTERACTS_WITH,NOM,182,189,chloramphenicol,antb,193,208,1000,3,5,C0008168,1,polylysine,aapp,247,257,888,4,5,C0032518,1,ti,"The comparative study on the effects of chloramphenicol, erythromycin and       lincomycin on polylysine synthesis in an Escherichia coli cell-free system.",y
P5084,4887382,INTERACTS_WITH,NOM,182,189,erythromycin,antb,210,222,1000,3,5,C0014806,1,polylysine,aapp,247,257,888,4,5,C0032518,1,ti,"The comparative study on the effects of chloramphenicol, erythromycin and       lincomycin on polylysine synthesis in an Escherichia coli cell-free system.",y
P5085,4887382,INTERACTS_WITH,NOM,182,189,lincomycin,antb,233,243,1000,3,5,C0023726,1,polylysine,aapp,247,257,888,4,5,C0032518,1,ti,"The comparative study on the effects of chloramphenicol, erythromycin and       lincomycin on polylysine synthesis in an Escherichia coli cell-free system.",y
P5086,4171116,INHIBITS,VERB,887,894,3-methylproline,aapp,866,881,1000,1,6,C0668853,1,antibiotic,antb,895,905,888,1,5,C0003232,1,ab,"Growth of the organism may be stimulated at concentrations (0.1 to       1.0 mug per ml) of 3-methylproline that inhibit antibiotic formation, thus       providing additional evidence for a different mechanism of actinomycin synthesis       from that of protein synthesis.",n
P5087,4171116,INTERACTS_WITH,NOM,999,1008,3-methylproline,aapp,866,881,1000,4,9,C0668853,1,actinomycin,aapp,987,998,888,0,9,C0001259,1,ab,"Growth of the organism may be stimulated at concentrations (0.1 to       1.0 mug per ml) of 3-methylproline that inhibit antibiotic formation, thus       providing additional evidence for a different mechanism of actinomycin synthesis       from that of protein synthesis.",n
P5088,13101089,INTERACTS_WITH,NOM,219,225,favorable,orch,209,218,853,0,5,C0309049,1,trisodium citrate,orch,235,252,1000,1,1,C0795671,1,ti,[Research on the anticoagulating action of heparin; role of pH; favorable effect       of trisodium citrate].,n
P5089,13464227,INTERACTS_WITH,INFER,173,195,antihypertensive agents,phsu,223,246,1000,0,0,C0003364,1,diuril,orch,189,195,1000,0,0,C0719974,1,ti,Potentiating effect of chlorothiazide (diuril) in combination with       antihypertensive agents; preliminary report.,y
P5090,13464227,INTERACTS_WITH,NOM,163,169,antihypertensive agents,phsu,223,246,1000,4,5,C0003364,1,chlorothiazide,orch,173,187,1000,1,5,C0008273,1,ti,Potentiating effect of chlorothiazide (diuril) in combination with       antihypertensive agents; preliminary report.,y
P5091,6029602,INTERACTS_WITH,VERB,1887,1897,collagenase,aapp,1935,1946,861,2,2,C0162745,1,polypeptides,aapp,1852,1864,888,1,1,C1305923,1,ab,Protocollagen polypeptides were completely       hydrolysed to diffusible peptides by a specific collagenase.,y
P5092,6029602,INTERACTS_WITH,NOM,1994,2007,protocollagen,aapp,2121,2134,872,3,6,C0969645,1,alpha-collagen,aapp,2166,2180,1000,5,6,C0002256,1,ab,"It is not       entirely clear whether the hydroxylation normally begins while relatively short       protocollagen molecules are still attached to polysomes, or whether protocollagen       molecules of the size of alpha-collagen are synthesized even when the       hydroxylation is not inhibited.",n
P5093,6029602,INTERACTS_WITH,NOM,2462,2475,alpha-collagen,aapp,2409,2423,1000,1,7,C0002256,1,protocollagen,aapp,2518,2531,1000,2,2,C0969645,1,ab,"Results obtained with puromycin suggest that       some hydroxylation occurs with smaller polypeptides, but polypeptide chains       approaching the size of alpha-collagen are required to obtain complete       hydroxylation of the appropriate amino acid residues of protocollagen.",y
P5094,16561539,INTERACTS_WITH,NOM,254,261,Streptomycin,antb,303,315,1000,3,3,C0038425,1,Electrolytes,inch,273,285,861,1,3,C0013832,1,ti,Differential Effects of Various Electrolytes on the Action of Streptomycin.,y
P5095,14420689,INTERACTS_WITH,VERB,270,281,liver preparations,orch,248,266,890,1,7,C0023899,1,analgesics,phsu,317,327,851,1,2,C0002771,1,ti,"The effect of repeated administration of levorphan, dextrophan and morphine on       the capacity of rat liver preparations to demethylate morphine- and       morphinan-type analgesics.",n
P5096,14420689,INTERACTS_WITH,VERB,270,281,liver preparations,orch,248,266,890,1,7,C0023899,1,morphine,orch,282,290,1000,1,2,C0026549,1,ti,"The effect of repeated administration of levorphan, dextrophan and morphine on       the capacity of rat liver preparations to demethylate morphine- and       morphinan-type analgesics.",y
P5097,13681086,INTERACTS_WITH,NOM,175,185,acetate,orch,189,196,1000,1,6,C0000975,1,acetoacetate,orch,222,234,1000,2,6,C0000988,1,ti,Effect of biotin and avidin on conversion of acetate to fatty acids and       acetoacetate by preparations from rat liver and lactating rat mammary gland.,n
P5098,13789835,INTERACTS_WITH,NOM,146,152,corticotrophin zinc,aapp,156,175,1000,1,4,C0149378,1,17-hydroxycorticoids,horm,186,206,901,2,4,C0000163,1,ti,The effect of corticotrophin zinc on plasma 17-hydroxycorticoids as a test of       adrenal cortical function.,y
P5099,14151044,INTERACTS_WITH,NOM,421,430,keto acid,orch,533,542,983,6,8,C0022618,1,fumarate,orch,434,442,1000,1,8,C0016801,1,ab,"1964.-During the oxidation of fumarate or l-malate by       whole cells or extracts of Acetobacter xylinum grown on succinate, a keto acid       accumulated in the medium in considerable amounts.",n
P5100,5585433,INHIBITS,NOM,259,269,pethidine,orch,225,234,861,1,5,C0025376,1,morphine,orch,250,258,802,0,5,C0026549,1,ti,[On the effect of respiration of a combination of morphine-like acting pethidine       with the morphine antagonist nalorphine].,n
P5101,5585433,INTERACTS_WITH,NOM,162,168,nalorphine,orch,270,280,802,5,5,C0027355,1,morphine,orch,204,212,1000,3,5,C0026549,1,ti,[On the effect of respiration of a combination of morphine-like acting pethidine       with the morphine antagonist nalorphine].,y
P5102,14268514,INTERACTS_WITH,NOM,146,156,PHOSPHORYLASE B,aapp,160,175,1000,1,3,C0031711,1,PHOSPHORYLASE,aapp,179,192,1000,2,3,C0917783,1,ti,THE CONVERSION OF PHOSPHORYLASE B TO PHOSPHORYLASE A IN BRAIN.,n
P5103,14458230,INTERACTS_WITH,NOM,142,149,sympathomimetic agents,phsu,226,248,901,3,3,C0039052,1,monoamine oxidase inhibitors,phsu,153,181,1000,1,3,C0026457,1,ti,Effects of monoamine oxidase inhibitors on the vasopressor actions of several       sympathomimetic agents.,y
P5104,13998077,INHIBITS,NOM,142,153,anti-H,aapp,180,186,1000,3,6,C0221137,1,gene,gngm,157,161,1000,1,6,C0017337,1,ti,Suppression of gene A in two cases of anti-H (Bombay bloods) in a family from       South Canara.,y
P5105,14847948,INTERACTS_WITH,INFER,188,215,methaemoglobin,aapp,201,215,1000,0,0,C0025635,1,atebrin,orch,164,171,1000,0,0,C0034403,1,ti,The effect of atebrin on reduction of haemoglobin (methaemoglobin) in rat       erythrocytes.,y
P5106,14847948,INTERACTS_WITH,NOM,154,160,haemoglobin,aapp,188,199,1000,3,5,C0019046,1,atebrin,orch,164,171,1000,1,5,C0034403,1,ti,The effect of atebrin on reduction of haemoglobin (methaemoglobin) in rat       erythrocytes.,y
P5107,13282263,INTERACTS_WITH,NOM,161,168,vasopressor,phsu,149,160,872,0,1,C0042397,1,oxytocics,phsu,172,181,1000,1,3,C0030094,1,ti,A study of the vasopressor effects of oxytocics when used intravenously in the       third stage of labor.,n
P5108,16561407,INTERACTS_WITH,NOM,154,160,Benzoic Acid,orch,198,210,1000,3,4,C0053225,1,Streptomycin,antb,164,176,1000,1,4,C0038425,1,ti,The Effect of Streptomycin on the Metabolism of Benzoic Acid by Certain       Mycobacteria.,y
P5109,4953905,INHIBITS,NOM,217,227,anticholinesterases,orch,293,312,790,3,3,C0008425,1,esterase,gngm,247,255,851,1,3,C0014894,1,ti,"[Histochemical studies, using the thioacetic acid method, on the inhibition of       end-plate esterase by injections of irreversibly active anticholinesterases].",y
P5110,5955171,INTERACTS_WITH,NOM,149,155,antibody,aapp,217,225,1000,4,4,C0003241,1,bovine serum albumin,aapp,175,195,1000,2,4,C0036774,1,ti,Effect of conformation of bovine serum albumin on reaction with its antibody.,y
P5111,4291493,INTERACTS_WITH,NOM,160,169,Periodate,inch,150,159,888,0,0,C0074745,1,myoglobin,aapp,185,194,901,1,4,C0027078,1,ti,Periodate oxidation of sperm-whale myoglobin and the role of the methionine       residues in the antigen-antibody reaction.,y
P5112,5876705,INTERACTS_WITH,NOM,158,164,aldehyde,orch,173,181,872,1,3,C0001992,1,synthetase,aapp,207,217,827,2,3,C0023689,1,ti,[The effect of some aldehyde compounds on leucyl-sRNA synthetase of the rat       liver].,y
P5113,14087364,INHIBITS,NOM,145,155,PUROMYCIN,antb,183,192,1000,2,2,C0034145,1,HEMOGLOBIN,gngm,159,169,888,1,2,C0019046,1,ti,INHIBITION OF HEMOGLOBIN SYNTHESIS BY PUROMYCIN.,y
P5114,13381499,INTERACTS_WITH,NOM,150,159,succinylcholine,orch,197,212,1000,3,5,C0038627,1,chlorpromazine,orch,163,177,1000,1,5,C0008286,1,ti,The influence of chlorpromazine on the reaction of succinylcholine on the       isolated phrenic-nerve-diaphragm preparation of the golden hamster.,y
P5115,14217146,INTERACTS_WITH,NOM,150,157,ESTRADIOL,horm,161,170,1000,1,3,C0014912,1,ACID MUCOPOLYSACCHARIDE,aapp,174,197,901,2,3,C0522090,1,ti,THE EFFECTS OF ESTRADIOL ON ACID MUCOPOLYSACCHARIDE METABOLISM IN OOPHORECTOMIZED       RATS.,y
P5116,13930947,INTERACTS_WITH,NOM,177,183,atropine,orch,187,195,1000,1,6,C0004259,1,tropacin,phsu,267,275,1000,6,6,C0077382,1,ti,"[""Sensitizing"" and ""desensitizing"" effect of atropine, bete, and amizil on the       anticonvulsant activity of pentafen and tropacin].",y
P5117,13930947,INTERACTS_WITH,NOM,177,183,amizil,orch,207,213,1000,3,6,C0002605,1,anticonvulsant,phsu,227,241,888,4,6,C0003286,1,ti,"[""Sensitizing"" and ""desensitizing"" effect of atropine, bete, and amizil on the       anticonvulsant activity of pentafen and tropacin].",y
P5118,13930947,INTERACTS_WITH,NOM,177,183,amizil,orch,207,213,1000,3,6,C0002605,1,tropacin,phsu,267,275,1000,4,6,C0077382,1,ti,"[""Sensitizing"" and ""desensitizing"" effect of atropine, bete, and amizil on the       anticonvulsant activity of pentafen and tropacin].",y
P5119,13930947,INTERACTS_WITH,NOM,177,183,atropine,orch,187,195,1000,3,6,C0004259,1,anticonvulsant,phsu,227,241,888,4,6,C0003286,1,ti,"[""Sensitizing"" and ""desensitizing"" effect of atropine, bete, and amizil on the       anticonvulsant activity of pentafen and tropacin].",y
P5120,14087382,INTERACTS_WITH,NOM,155,166,HEMERYTHRIN,aapp,205,216,1000,3,3,C0018976,1,MERCAPTAN,orch,145,154,694,0,0,C0038734,1,ti,MERCAPTAN INVOLVEMENT IN DISSOCIATION AND RECONSTITUTION OF HEMERYTHRIN.,y
P5121,13189820,INTERACTS_WITH,NOM,153,159,acid phosphatases,aapp,199,216,890,3,3,C0001109,1,molybdate,inch,163,172,1000,1,3,C0066695,1,ti,The effect of molybdate on the activity of tomato acid phosphatases.,y
P5122,14151048,INTERACTS_WITH,VERB,1700,1708,acetate,orch,1632,1639,861,2,5,C0000975,1,fumarate,orch,1720,1728,1000,1,2,C0016801,1,ab,"Cells       of this strain from stationary phase cultures oxidized acetate at pH 7.0 or       higher, but not at pH 6.0; however, they oxidized succinate, fumarate, and malate       more rapidly at pH 6.0 than at 7.0.",n
P5123,14151048,INTERACTS_WITH,VERB,1700,1708,acetate,orch,1632,1639,861,2,5,C0000975,1,succinate,orch,1709,1718,1000,1,2,C0038617,1,ab,"Cells       of this strain from stationary phase cultures oxidized acetate at pH 7.0 or       higher, but not at pH 6.0; however, they oxidized succinate, fumarate, and malate       more rapidly at pH 6.0 than at 7.0.",n
P5124,14151048,INTERACTS_WITH,NOM,1976,1985,arsenite,inch,1989,1997,1000,1,9,C0052418,1,acetate,orch,1968,1975,888,0,9,C0000975,1,ab,"The oxidation of tricarboxylic acid cycle       intermediates, the presence of condensing enzyme in extracts of cells capable of       oxidizing acetate, and the complete inhibition of acetate oxidation by arsenite       and partial inhibition by malonate all indicate that terminal oxidation of       acetate by this strain of B. popilliae is via the tricarboxylic acid cycle.",y
P5125,16561625,INHIBITS,NOM,254,264,Drugs,phsu,296,301,1000,2,5,C0013227,0,Dehydrogenase,gngm,268,281,888,1,5,C0030016,1,ti,The Inhibition of Dehydrogenase Activities by Drugs; Antagonistic Effects of       Riboflavin to Inhibitions.,y
P5126,13070456,INTERACTS_WITH,NOM,162,168,phenylindanedione,orch,172,189,1000,1,6,C0031406,1,prothrombin,aapp,217,228,901,2,6,C0033706,1,ti,"[The effect of phenylindanedione on the coagulation factors prothrombin, factor V       and factor VII and the question of vitamin K resistance].",y
P5127,13293148,INTERACTS_WITH,NOM,313,326,fumarate,orch,251,259,1000,1,4,C0016801,1,11-deoxycorticosterone,horm,330,352,1000,1,1,C0011710,1,ti,An investigation       of the role of fumarate and pyridine nucleotides in the enzymic       11beta-hydroxylation of 11-deoxycorticosterone.,y
P5128,13293148,INTERACTS_WITH,NOM,313,326,pyridine nucleotides,nnon,264,284,983,1,4,C0597331,1,11-deoxycorticosterone,horm,330,352,1000,1,1,C0011710,1,ti,An investigation       of the role of fumarate and pyridine nucleotides in the enzymic       11beta-hydroxylation of 11-deoxycorticosterone.,y
P5129,5989024,STIMULATES,NOM,256,266,acid phosphatase,aapp,296,312,1000,3,4,C0001109,1,factor IX,gngm,270,279,1000,1,4,C0015491,1,ti,"Effect of alkaline and acid phosphatases on clotting: Evidence that alkaline       phosphatase enhances activation of factor IX by SF, and that acid phosphatase       enhances plasmatic anti-SF.",y
P5130,5989024,STIMULATES,NOM,256,266,alkaline       phosphatase,aapp,220,246,1000,3,4,C0002059,1,factor IX,gngm,270,279,1000,1,4,C0015491,1,ti,"Effect of alkaline and acid phosphatases on clotting: Evidence that alkaline       phosphatase enhances activation of factor IX by SF, and that acid phosphatase       enhances plasmatic anti-SF.",y
P5131,4880733,INTERACTS_WITH,NOM,152,158,IMP,aapp,173,176,1000,3,5,3612|8315,1,synthetase,aapp,208,218,901,4,5,C0023689,1,ti,"Effect of ornithine, IMP, and UMP on carbamyl phosphate synthetase from       Escherichia coli.",y
