,id,sentence1,sentence2,label,split
1490,P4590,"potent effects of eb 1089 on cell differentiation were also seen in the stimulation of alkaline phosphatase activity, cellular vitamin d receptor mrna levels, and medium osteocalcin synthesis.",vitamin d receptor interacts with eb 1089,1,dev
615,P3715,"insulin-like growth factor i (igf-i), a nutritionally dependent bone trophic hormone, is know to stimulate osteoblast function and collagen synthesis in vivo and in vitro.",insulin-like growth factor i stimulates collagen,1,dev
174,P3274,"media folate levels and methotrexate were used to alter intracellular levels of reduced folates, and the distribution among individual reduced folates, so that they could be evaluated in terms of their effects on thymidylate synthesis and cell proliferation.",methotrexate interacts with folates,1,dev
2450,P5550,[fetal fibrinogen. iii. research on the thrombin sensitivity of fibrinogen in newborn].,thrombin interacts with fibrinogen,1,dev
632,P3732,"pectinase was formed for about 2 days in control segments and iaa treatment resulted in continued synthesis for at least another 2 days provided cell division took place. beta-1,3-glucanase and pectinesterase activities were only enhanced by iaa to the extent that total protein levels increased.",iaa stimulates pectinase,0,dev
2597,P5697,[the effect of chlorpromazine on the alkaline phosphatase in rats].,chlorpromazine interacts with alkaline phosphatase,1,dev
2699,P5799,"the mt gene is not specific for tryptophan; strains resistant to 4-mt are also resistant to ethionine, and they have a markedly reduced ability to take up serine, leucine, and alpha-aminoisobutyric acid.",ethionine inhibits alpha-aminoisobutyric acid,0,dev
1185,P4285,"tests for calluses rich in tropane alkaloids were made with newly induced calluses of atropa belladonna, datura stramonium and hyoscyamus niger.",alkaloids stimulates hyoscyamus niger,0,dev
1163,P4263,"in a fourth patient, with isolated congenital, pyridoxine-responsive sideroblastic anemia, the erythroid alas mrna was normal and a low enzyme activity was strikingly enhanced by pyridoxal-phosphate albeit to subnormal levels.",pyridoxal-phosphate stimulates alas,0,dev
1170,P4270,induction of peroxidase in corpora lutea of rat ovary by lutropin.,lutropin stimulates peroxidase,1,dev
1519,P4619,casoxin c had affinity for c3a receptors (ic50 = 40 microm) in the radioreceptor assay.,casoxin c interacts with c3a,1,dev
1578,P4678,its action was potentiated by the selective d1-dopamine agonist skf 38393 and inhibited by the d2-antagonists haloperidol (1 mg kg-1) and sulpiride (100 mg kg-1).,haloperidol inhibits skf 38393,0,dev
1021,P4121,the baseline disposal of l-trp was related neither to insulin nor to ffa concentrations dexamethasone administration significantly reduced the l-trp and l-trp/caa values and increased ffa and insulin levels.,insulin inhibits l-trp,0,dev
1010,P4110,"like polyclonal mitogens, levamisole and, to a greater extent, t-activin stimulating the initially low activity of t helpers increase spontaneous synthesis of immunoglobulins in lymphoid cultures of patients with seronegative ra, whereas in seropositive ra, these drugs stimulating the initially low activity of t suppressors carrying fc gamma-receptors inhibit this process.",t-activin stimulates immunoglobulins,1,dev
2452,P5552,effect of thyrotropic hormone on the succinic dehydrogenase activity in the thyroid of guinea-pig; a histochemical study.,thyrotropic hormone interacts with succinic dehydrogenase,1,dev
1802,P4902,"that these marked changes of lh response are not secondary to interference by endogenous lh-rh, changes of the metabolism or transport of exogenous lh-rh or modification of plasma lh clearance is ascertanied by the finding of similar changes of pituitary sensitivity to lh-rh under in vitro conditions using pituitaries collected at the same stag-s of the estrous cycle.",lh-rh interacts with lh-rh,0,dev
739,P3839,human saliva was found to contain a latent neutral 94-kda metalloprotease which degrades denatured collagens.,metalloprotease interacts with collagens,1,dev
1942,P5042,the interaction of cycloserine with glutamate aspartate transaminase as measured by fluorescence spectroscopy.,glutamate aspartate transaminase interacts with cycloserine,0,dev
2575,P5675,[experimental studies on the effect of pituitary-adrenal hormones on humoral antibody production. i. effect of acth on antistreptolysin reaction and blood proteins].,blood proteins interacts with pituitary-adrenal hormones,1,dev
441,P3541,"we tested the binding of peptides substituted with cysteine, homocysteine, or an alpha-amino-epsilon-mercapto hexanoic acid side chain (amh) instead of the naturally occurring arginine at position 2, to determine whether the peptide sulfhydryl residue could be covalently linked to cysteine 67 in the b*2702 binding cleft.",homocysteine interacts with peptides,0,dev
1353,P4453,"effects of central administration of alanine on body temperature of the rabbit: comparisons with the effects of serine, glycine and taurine.",glycine interacts with alanine,0,dev
2827,P5927,"they showed a remarkable fluctuation of sensitivity to ampicillin, cefaloridine, cefalotin and sulfafurazole, and a high resistance to benzylpenicillin sodium, oleandomycin and spiramycin.",oleandomycin interacts with cefalotin,0,dev
989,P4089,insulin-like growth factor-1 (igf-1) is an essential anabolic growth factor in the regulation of cartilage metabolism and exerts its effects by binding to the igf-1 type 1 receptor on the chondrocyte membrane.,insulin-like growth factor-1 interacts with igf-1 type 1 receptor,1,dev
2927,P6027,antiestrogenic effect of clomiphene in the human being.,antiestrogenic interacts with clomiphene,0,dev
142,P3242,"in a chemically defined serum-free medium treatment of adipocyte precursor cells with hgh led to an increase in igf-i production and a stimulation of cell proliferation, which could be blocked by a mab raised against human igf-i.",mab stimulates igf-i,0,dev
2659,P5759,inhibition of the kidney succinic dehydrogenase system by mercurial diuretics.,mercurial diuretics inhibits succinic dehydrogenase,1,dev
558,P3658,"here we show that epidermal growth factor or platelet-derived growth factor stimulation of intact human or murine cells leads to phosphorylation of nck protein on tyrosine, serine, and threonine residues.",tyrosine stimulates platelet-derived growth factor,0,dev
1984,P5084,"the comparative study on the effects of chloramphenicol, erythromycin and lincomycin on polylysine synthesis in an escherichia coli cell-free system.",erythromycin interacts with polylysine,1,dev
1627,P4727,"the direct conversion of the semiquinone form of mitomycin c into the semiquinone of b proceeds slowly, if at all.",mitomycin c interacts with semiquinone,0,dev
1658,P4758,effects of biopolymers and magnesium on the mikamycins inhibition of polyphenylalanine synthesis and the synergistic action of mikamycins a and b.,mikamycins interacts with polyphenylalanine,1,dev
1911,P5011,"we show that, whereas conjugation of scd4 via amino groups markedly reduces its gp120 binding affinity, conjugation via the carbohydrate chains using mpbh does not affect binding.",mpbh interacts with amino groups,0,dev
1422,P4522,"the generic name ""serine carboxypeptidase"" has been proposed for carboxypeptidase y and for the ipr2pf-sensitive carboxypeptidases from plants, molds, and animal tissues, in order to distinguish them from ""metal carboxypeptidase"" to which carboxypeptidase a (ec 3.4.12.2) and b (ec 3.4.12.3) belong.",carboxypeptidase y interacts with carboxypeptidase a,0,dev
746,P3846,"the effects of the inflammatory cytokines interleukin-1 alpha (il-1 alpha), il-1 beta, il-6, transforming growth factor-beta (tgf-beta), and tumor necrosis factor-alpha (tnf-alpha) on erythropoietin (epo) production in hep3b cells were examined.",transforming growth factor-beta interacts with erythropoietin,1,dev
24,P3124,"interactions of alcohol with drugs are numerous, varied sometimes with an inverse effect according to acute or chronic consumption.",drugs interacts with alcohol,1,dev
2804,P5904,"effect of isoproterenol on calcium, protein, and electrolytes of rat submaxillary gland.",isoproterenol interacts with electrolytes,1,dev
2616,P5716,effects of parathyroid hormone on bone acid hydrolases in tissue culture.,parathyroid hormone interacts with hydrolases,1,dev
417,P3517,"hirulog-1 appears specific for thrombin as it lacks inhibitory activities toward human factor xa, human plasmin, and bovine trypsin at inhibitor:enzyme concentrations 3 orders of magnitude higher than those required to inhibit thrombin.",trypsin inhibits thrombin,0,dev
910,P4010,increases in low-density-lipoprotein concentrations of total beta-carotene correlated strongly with the increases seen in plasma concentrations.,beta-carotene stimulates low-density-lipoprotein,0,dev
2911,P6011,[studies on cellular thyroxine and triiodothyronine-binding proteins. 1. paper electrophoretic studies on the binding of thyroid hormones to rat and human liver soluble proteins and rat muscle proteins].,thyroxine interacts with muscle proteins,1,dev
2743,P5843,"the acute toxicity of an organic mercurial as studied on the mouse, intact anesthetized cat and dog, and the heart-lung preparation of the dog can be readily counteracted by sulfhydryl-containing compounds such as glutathione, cysteine, and 2,3-dimercapto-propanol.",sulfhydryl-containing compounds inhibits mercurial,1,dev
2807,P5907,effect of cortisone upon the rise of serum antibody level after the injection of a saturating dose of antigen in rabbits sensitized to ovalbumin.,antibody interacts with cortisone,1,dev
1521,P4621,"vasopressin and 41-residue corticotrophin-releasing factor (crf-41) are physiological mediators of the hypothalamic control of pituitary acth secretion, whilst adrenocortical glucocorticoids are the major inhibitory factors regulating acth output.",vasopressin interacts with acth,1,dev
2455,P5555,the mechanism of action involved in this effect of antidepressant drugs has been studied using nortriptyline as a typical representative of antidepressant drugs.3.,nortriptyline interacts with antidepressant drugs,0,dev
605,P3705,"the results obtained show that talinolol, like the other beta-receptor blockers, can inhibit polyfunctional oxidases.",talinolol inhibits oxidases,1,dev
2125,P5225,[on the effect of selenite on proteinases and thrombin].,selenite interacts with thrombin,1,dev
39,P3139,the present results confirm that centrally administered anp may act directly on the central nervous system to inhibit brain water and sodium accumulation in sah-induced brain oedema.,anp inhibits water,1,dev
1241,P4341,"one of the mutants, in which the glu301 residue was mutated to gln, exhibited a 56-fold decrease in apparent affinity for mammalian gnrh.",gln interacts with gnrh,0,dev
1927,P5027,smooth muscle relaxation and inhibition of responses to pinacidil and cromakalim induced by phentolamine in guinea-pig isolated trachea.,phentolamine stimulates cromakalim,0,dev
2830,P5930,"they showed a remarkable fluctuation of sensitivity to ampicillin, cefaloridine, cefalotin and sulfafurazole, and a high resistance to benzylpenicillin sodium, oleandomycin and spiramycin.",spiramycin interacts with cefaloridine,0,dev
1356,P4456,"cathepsins a and b and plasma protease were sensitive to the same enzymatic inhibitory agents, and all three enzymes demonstrated activity patterns similar to that of the renal erythropoietic factor [enzyme(s) presumed responsible for generating erythropoietin] in rats treated with cobalt.",protease interacts with cathepsins,0,dev
1940,P5040,"total synthesis of pyrrolnitrin, a new antibiotic.",antibiotic interacts with pyrrolnitrin,0,dev
78,P3178,"at equimolar concentrations (100 microm) the antioxidant effect of myricetin was better than that of other known antioxidants such as lipoate, alpha-tocopherol and beta-carotene.",lipoate interacts with myricetin,0,dev
1016,P4116,"these findings, taken together with previous observations that 5-ht2 receptor antagonists do not attenuate the prl response to ltp, suggest that the 5-ht-induced release of prl in man may be mediated by 5-ht1 receptors.",ltp stimulates prl,0,dev
2512,P5612,the effect of 6-mercaptopurine on the turnover of i-131-gamma globulin and i125-albumin in rabbits.,gamma globulin interacts with 6-mercaptopurine,1,dev
1502,P4602,"in the current study, however, a transiently activated form of myoglobin was shown to be formed when the prosthetic heme group became covalently bound to the polypeptide during the reaction of myoglobin with low levels of hooh.",myoglobin interacts with polypeptide,0,dev
2143,P5243,[comparative study of the inhibitory effect of eserine on cholinesterase and on aspirin-esterase].,eserine inhibits cholinesterase,1,dev
1094,P4194,this paper describes the effect of a plant-derived polygalacturonase-inhibiting protein (pgip) on the activity of endopolygalacturonases isolated from fungi.,polygalacturonase inhibits protein,0,dev
867,P3967,"video camera technology has permitted imaging, through a window in the skull, of the phosphorescence of an oxygen probe, pd meso-tetra-(4-carboxyphenyl)-porphine, bound to albumin in the blood of anesthetized animals.",porphine interacts with albumin,1,dev
2255,P5355,substrate and dilution effects on the inhibition of acetylcholinesterase by carbamates.,carbamates inhibits acetylcholinesterase,1,dev
1149,P4249,in this study we compared the effects of melatonin with those of deprenyl and vitamins e and c in preventing the hydroxyl radical (8oh) generation during da oxidation.,deprenyl interacts with melatonin,0,dev
1657,P4757,"since cd31 can initiate integrin activation by inside-out signaling after binding to its ligand, ea-3 was used to minimic this in adhesion assays.",ea-3 stimulates integrin,0,dev
290,P3390,"two other fractions separated by deae hplc, also devoid of protease activity, were shown to be inhibitory to cell proliferation and most likely represented modified relatives of the ceres inhibitor.",protease inhibits ceres,0,dev
1592,P4692,"although the precise pathway by which ngf activates map kinase is not clear, several enzymes have been identified that may form a linear phosphorylation cascade, in which map kinase is activated by map kinase kinase (mek).",map kinase stimulates map kinase,0,dev
18,P3118,"a 3-fold increase in dietary lysine caused 10, 4, 20 and 50-fold increases in lysine concentrations in plasma, brain, liver and muscle, respectively, and reductions in ornithine concentration of brain and liver and in arginine concentration of brain.",lysine inhibits arginine,1,dev
859,P3959,l-acetylcarnitine attenuates the age-dependent decrease of nmda-sensitive glutamate receptors in rat hippocampus.,acetylcarnitine inhibits glutamate receptors,1,dev
2588,P5688,[on the affinity of arecaidine derivatives for acetylcholinesterase of guinea pig erythrocytes].,arecaidine interacts with acetylcholinesterase,1,dev
586,P3686,glycine conjugation is an important route of detoxification of many xenobiotic and endogenous carboxylic acids.,carboxylic acids interacts with glycine,0,dev
2347,P5447,mechanism of human plasminogen activation by streptokinase and human plasmin.,plasmin stimulates plasminogen,1,dev
1500,P4600,"we have found that these peptides have a marked stimulatory effect upon plasminogen activation by t-pa, comparable to that of known stimulators of t-pa.",t-pa stimulates plasminogen,1,dev
2876,P5976,"effect of methandienone on response to glucagon, adrenalin, and insulin in the fasted subject.",insulin interacts with methandienone,1,dev
1546,P4646,"we conclude that mcp increases the circulating levels of lh, fsh, estradiol and prolactin in patients with hypothalamic amenorrhea and low estrogen levels, supporting the hypothesis that an increase in hypothalamic dopaminergic tonus occurs in these patients.",mcp stimulates lh,1,dev
1467,P4567,"the stfr rise may be explained by an increase in erythroid precursor cell mass or increased tfr expression and a decrease in tissue iron stores, although direct effects of epo on tfr regulation cannot be excluded.",epo interacts with tfr,1,dev
2530,P5630,"dopamine, epinine, norphenylephrine, phenylephrine, octopamine, synephrine and isoprenaline in the absence of monoamine oxidase inhibition had no effect.",dopamine inhibits monoamine oxidase,1,dev
1695,P4795,the effect of ingestion of protein on hepatic extraction of insulin and glucagon and hepatic glucose output were investigated in conscious dogs.,insulin interacts with protein,1,dev
1703,P4803,a peptide (residues 499-513) was synthesized which enhanced the affinity of protein kinase c for histone.,protein kinase c interacts with histone,1,dev
2272,P5372,[the effect of anthelmintics on succinic dehydrogenase activity of fasciola hepatica l. in vitro].,anthelmintics interacts with succinic dehydrogenase,1,dev
1211,P4311,"this may indicate that calcium fluoride was transformed into fluoridated apatite, probably through remineralization during ph cycling in plaque covering the etched enamel.",calcium fluoride interacts with apatite,0,dev
2940,P6040,"[changes in enzyme (got, ld and al) activity of the ovary of rats after gonadotropin stimulation in conditiosn of altered thyroid function].",got stimulates gonadotropin,1,dev
198,P3298,"since adrenalectomy abolishes the memory-enhancing effects of piracetam and its derivatives, oxiracetam, aniracetam and pramiracetam, the question arises whether endogenous steroids play a role in their mechanism of action.",endogenous steroids interacts with oxiracetam,1,dev
2090,P5190,unsaturated furanosyl adenine nucleosides prepared via base-catalyzed elimination reactions of 2'-deoxyadenosine derivatives.,adenine nucleosides interacts with 2'-deoxyadenosine,0,dev
555,P3655,"intracisternal injection of sod, which caused no effect per se, enhanced the duration of the vasodilator effect of l-arginine on the basilar artery on day 4 and both the magnitude and duration of that effect on day 7.",sod interacts with l-arginine,1,dev
1233,P4333,"in conjunction with other data, these results suggest the most likely mechanism for the protective effect of cysteine, methionine and nac is by facilitating gsh synthesis, while the most likely mechanism for the protective effect of cysteamine is inhibition of cytochrome p-450 mediated formation of the reactive metabolite of apap.",methionine interacts with cysteamine,0,dev
1975,P5075,"flavin interaction with a reduced diphosphopyridine nucleotide dehydrogenase, one of the enzymes participating in camphor lactonization.",dehydrogenase interacts with flavin,0,dev
2495,P5595,the effect of bicarbonate on liver alcohol dehydrogenase.,bicarbonate interacts with alcohol dehydrogenase,1,dev
1624,P4724,polynucleotide ligase from kidney tumors in rats induced by n-nitrosodimethylamine.,n-nitrosodimethylamine stimulates polynucleotide ligase,1,dev
1020,P4120,"they have very high affinity towards mercury compounds and do not interact with alkali or alkali earth metallic compounds, they can also easily bind mercury compounds which were already bound to albumin or cysteine.",mercury compounds interacts with cysteine,1,dev
1829,P4929,antisera against acebutolol were produced in rabbits immunized by means of this drug conjugated with bovine serum albumin.,bovine serum albumin interacts with acebutolol,0,dev
551,P3651,the most promising new antihypertensive drugs seem to fall into the angiotensin-renin blocker group and those affecting the sodium-volume axis in hypertensive patients.,antihypertensive drugs inhibits renin,0,dev
68,P3168,binding of thyrotropin-releasing hormone (trh) to specific receptors on membranes isolated from gh4c1 pituitary cells was inhibited by monovalent cations and guanyl nucleotides.,nucleotides interacts with thyrotropin-releasing hormone,1,dev
7,P3107,"high concentrations of lactate, taurine and succinate, an increase of the phosphocholine level, and a very low phosphocreatine level were characteristic findings in the 1h spectra of tumor extracts.",succinate stimulates phosphocreatine,0,dev
2226,P5326,[contributions to the role of adh in the regulation of acth secretion].,adh interacts with acth,1,dev
1867,P4967,"sodium azide and l-histidine which are scavengers of both singlet oxygen and the hydroxyl radical reduce the fluence-dependent accumulation of ho mrna, while compounds which are only hydroxyl radical scavengers, namely, mannitol and dimethyl sulfoxide do not.",hydroxyl radical stimulates ho,0,dev
255,P3355,"the metabolism of agmatine by dao was inhibited by aminoguanidine (ic50 14.9 nm) and by the antidepressant, phenelzine (ic50 1.95 microm).",aminoguanidine inhibits dao,1,dev
196,P3296,"phenylmethylsulphonyl fluoride, mercuric chloride, and p-aminobenzoic acid completely inactivated the protease.",fluoride inhibits protease,1,dev
975,P4075,the fall in rho retention responses to cis-hp between days 0-3 and 3-5 is suggesting either abrupt decrease in proline hydroxylation or poor mitochondrial sensitivity to oxygen in day 3-5 cultures.,cis-hp interacts with proline,0,dev
2381,P5481,the conversion of fibrinogen to fibrin.,fibrinogen interacts with fibrin,0,dev
152,P3252,"pi2 i inhibited both trypsin and chymotrypsin; pi3 c and pi4 c2 strongly inhibited chymotrypsin, but did not significantly inhibit trypsin.",pi2 inhibits trypsin,1,dev
2048,P5148,acute effects of angiotensin-ii-amide on aldosterone and corticosterone secretion by morphine-pentobarbital treated rats.,angiotensin-ii-amide interacts with corticosterone,1,dev
1830,P4930,suppression of proteoglycan synthesis with tunicamycin did not influence the ppi release of the explants.,tunicamycin inhibits proteoglycan,1,dev
1025,P4125,"they include monoclonal antibodies, cytokines and cytokine-inhibitors, peptides interacting with mhc molecules and t cell vaccination.",peptides interacts with mhc,1,dev
2457,P5557,[comparative study of the effects of certain electrolytes of a salt-sulfate-alkaline mineral water on the blood coagulation].,salt-sulfate-alkaline mineral water interacts with electrolytes,0,dev
2663,P5763,the inhibition of lysosomal enzymes by gold salts in human synovial fluid cells.,gold salts inhibits lysosomal enzymes,1,dev
356,P3456,"the cytotoxic effects of asbestos plus pmns were nearly completely attenuated with serum (20%) or catalase (100 micrograms/ml) but were not prevented with scavengers of superoxide anion, hydroxyl radical, or hypochlorous acid.",hypochlorous acid interacts with catalase,0,dev
2428,P5528,"effect of ethinyl estradiol on plasma 17-hydroxycorticosteroids, acth responsiveness and hydrocortisone clearance in man.",ethinyl estradiol interacts with hydrocortisone,1,dev
55,P3155,dopamine appeared to interfere with the binding of s-adenosylmethionine to the weanling rat liver protein preparation but did not affect the binding of s-adenosylmethionine to protein in several systems in which dopamine did not inhibit trna methylase activity.,s-adenosylmethionine interacts with protein,1,dev
1192,P4292,"the reaction was blocked by ka, glutamate, 6-cyano-7-nitroquinoxaline-2,3-dione and antibodies raised against a peptide containing the glycine-rich motif.",glutamate stimulates peptide,0,dev
1691,P4791,"small slow contractions could be evoked in the presence of ryanodine (to impair sr function) and verapamil (to block ica), supporting the idea that ca influx via na-ca exchange is sufficient to directly activate the contractile proteins.",verapamil stimulates contractile proteins,0,dev
1239,P4339,studies in a yeast trancriptional assay system confirmed that melatonin does not directly bind to the er to modulate er expression.,melatonin interacts with er,0,dev
2898,P5998,effect upon the analgesic action of reserpine of central nervous system stimulants and drugs affecting the metabolism of catechol- and indole-amines.,reserpine interacts with drugs,0,dev
668,P3768,"45 min after pentagastrin stimulation the content of free amino acids is significantly reduced compared to the values before stimulation, except for patients with anacidity.",amino acids stimulates pentagastrin,0,dev
2679,P5779,"the nitrate reductase catalyzed the anaerobic oxidation of reduced nicotinamide adenine dinucleotide, and appeared to transfer electrons from cytochrome b(1) to nitrate.",nitrate reductase inhibits cytochrome b,1,dev
2267,P5367,effect of phenobarbital on the metabolism of pentobarbital and meperidine in fetal rabbits and rats.,pentobarbital interacts with phenobarbital,1,dev
2219,P5319,mydriatic effects of one-eight per cent phenylephrine.,mydriatic interacts with phenylephrine,0,dev
2859,P5959,[studies on certain effects of human sth on urinary steroids and on nitrogen metabolism in a patient with hypophysial infantilism].,sth interacts with steroids,1,dev
2273,P5373,nucleotide sequence analysis of polyribonucleotides by means of periodate oxidation followed by cleavage with an amine.,polyribonucleotides interacts with periodate,1,dev
683,P3783,"the phosphatase exhibited a ph optimum of 6.5-7.0, was inhibited by zn2+ and vanadate ions, and was stimulated by edta.",edta stimulates phosphatase,1,dev
1359,P4459,apn had a wide substrate specificity whereas apa only attacked peptides with an acidic n terminal amino acid.,apn interacts with peptides,0,dev
2241,P5341,"acyl derivatives of homoserine as substrates for homocysteine synthesis in neurospora crassa, yeast, and escherichia coli.",homoserine interacts with homocysteine,1,dev
2797,P5897,"it is concluded that addition of 0.1mm-ouabain to guinea-pig cerebral cortex slices causes inhibition of either glyceraldehyde 3-phosphate dehydrogenase or phosphoglycerate kinase or both, in a manner independent of the known action of ouabain on the sodium- and potassium-activated adenosine triphosphatase.",adenosine triphosphatase inhibits glyceraldehyde 3-phosphate dehydrogenase,0,dev
2893,P5993,effect upon the analgesic action of reserpine of central nervous system stimulants and drugs affecting the metabolism of catechol- and indole-amines.,central nervous system stimulants interacts with catechol,0,dev
2725,P5825,[new findings with reference to the effect of human albumin. i. the bacteriostatic effect of human albumin in vitro].,albumin interacts with albumin,0,dev
1176,P4276,human myocardial fatty acid ethyl ester synthase-iii is a newly described acidic glutathione s-transferase that metabolizes both ethanol and carcinogens.,myocardial fatty acid ethyl ester synthase-iii interacts with ethanol,1,dev
1877,P4977,effects of dexamethasone on the responses of luteinizing hormone and testosterone to two injections of luteinizing hormone releasing hormone in young postpubertal bulls.,luteinizing hormone interacts with dexamethasone,1,dev
1649,P4749,"recent investigations have reported changes in the expression of cell surface adhesion molecules associated with melanoma progression from in situ to invasive to metastatic tumors, including the upregulation of the integrins alpha v beta 3, alpha 3 beta 1, alpha 4 beta 1, and alpha 5 beta 1, downregulation of alpha 6 beta 1, and enhanced expression of intercellular adhesion molecule-1, muc18, and cd44.",muc18 stimulates integrins alpha v beta 3,0,dev
1613,P4713,the effects of paf were dose dependently inhibited by web 2086 (id50: 1.39 to 2.09 mg/kg) and sm-12502 (id50: 7.17 to 8.36 mg/kg).,sm-12502 interacts with paf,1,dev
1891,P4991,"iga secretion by peripheral blood lymphocytes stimulated by pokeweed mitogen was the same in all 4 groups, and no signs of higher iga production in as patients could be found.",pokeweed mitogen stimulates iga secretion,1,dev
1530,P4630,"the effects of aphidicolin, a specific inhibitor of dna polymerase alpha, on the repair and fixation of potentially lethal damage (pld) sensitive to treatment with beta-araa--a drug acting via inhibition of dna polymerases alpha and beta-have been studied.",dna polymerase alpha interacts with aphidicolin,1,dev
2710,P5810,"mode of binding of 2,4-diaminopyrimidines to folic reductase and thymidylate synthetase.",4-diaminopyrimidines interacts with thymidylate synthetase,1,dev
273,P3373,neither methionine nor nitrous oxide significantly affected the amount of s-adenosylmethionine or folate in these cells.,methionine interacts with folate,0,dev
588,P3688,"the effects of increased concentration of inorganic phosphate on the biosynthesis of tylosin, the level of the intracellular adenylates, the energy charge, and the activities of enzymes involved in the synthesis of tylonolide precursors were studied in streptomyces fradiae nrrl 2702.",tylosin interacts with inorganic phosphate,1,dev
1761,P4861,"although the beta-pol promoter contains upstream sp1 elements and a functional inr that binds yy1, neither of these factors is essential for inr-mediated transcription complex formation.",sp1 interacts with yy1,0,dev
371,P3471,"tnf alpha caused a time-dependent secretion of the granule markers gelatinase and lactoferrin but no liberation of myeloperoxidase and minimal production of a alpha(1-21), a specific cleavage product of fibrinogen generated by elastase, as markers for the azurophilic granule.",tnf alpha stimulates lactoferrin,1,dev
753,P3853,"intramolecular excimer formation of 1,3-di(1-pyrenyl)propane (py-3-py) and fluorescence polarization of 1,6-diphenyl-1,3,5-hexatriene (dph) were used to evaluate the effect of ethanol on the rate and range of the lateral mobility and the range of the rotational mobility of bulk bilayer structures of the plasma membrane vesicles (atcc-pmv) isolated from cultured hybridoma cells (atcc tib 216).",propane interacts with ethanol,0,dev
737,P3837,"this peculiar time-course of the pyrazole induced effects supports the relationship between active ethanol oxidation and inhibition of hepatic fatty acid oxidation, but also emphasizes the caution which must be taken when using pyrazole to study ""in vivo"" the mechanisms involved in the alcohol induced fatty liver.",pyrazole interacts with alcohol,0,dev
2266,P5366,effect of phenobarbital on the metabolism of pentobarbital and meperidine in fetal rabbits and rats.,meperidine interacts with phenobarbital,1,dev
1103,P4203,"the effects of antitumor drugs of croton alkaloids (ca) extracted from croton, and cisplatin on the structure of human erythrocyte membrane and bovine serum albumin (bsa) were studied with the techniques of circular dichroism, fluorescence spectroscopy and ultraviolet absorption.",alkaloids interacts with drugs,0,dev
1931,P5031,"third ventricle administration of the resulting compound, dansyl-pqramide (0.75 microgram and 1 microgram), dose-dependently antagonized the quasi-morphine abstinence activity of npff (10 micrograms) in opiate-naive rats.",dansyl-pqramide inhibits npff,1,dev
1693,P4793,"linear resistance was reduced by enalapril, from the placebo value of 13.2 (1.2) to 11.0 (0.9) mm hg m-1 and marginally increased by xamoterol, to 14.2 (1.2) mm hg m-1, the difference between active treatments being statistically significant (p = 0.03).",xamoterol stimulates enalapril,0,dev
2217,P5317,effect of hydrocortisone on aminopeptidase activation of early wound healing.,hydrocortisone stimulates aminopeptidase,1,dev
819,P3919,we have investigated the neutral and basic amino acid transporter (nbat)-induced transport of l-histidine in xenopus laevis oocytes.,neutral and basic amino acid transporter stimulates l-histidine,1,dev
2702,P5802,[poisonings by cholinesterase-inhibiting organic phosphates. apropos of 3 simultaneous accidental poisonings with phosdrin].,cholinesterase inhibits organic phosphates,0,dev
1684,P4784,these results raise the possibility that the activated abl protein kinase of bcr-abl proteins modulates the putative signal transduction activities of p160 bcr by tyrosine phosphorylation of exon 1 sequences.,bcr-abl proteins interacts with bcr,1,dev
1074,P4174,synthesis of nitric oxide from l-arginine: a recently discovered pathway induced by cytokines with antitumour and antimicrobial activity.,cytokines stimulates l-arginine,1,dev
809,P3909,"the effects of dopamine, norepinephrine, 5-hydroxytryptamine, 6-hydroxydopamine, ascorbate, glutathione and peroxide on the in vitro activities of creatine and adenylate kinases in the brain of the rat.",creatine interacts with ascorbate,1,dev
15,P3115,"to elucidate their possible role in the regulation of cartilage matrix metabolism, the influence of the amino-terminal (nh2-terminal), the central, and the carboxyl-terminal (cooh-terminal) portion of the pth on collagen gene expression was studied in a serum free cell culture system of fetal bovine and human chondrocytes.",pth interacts with collagen,1,dev
1548,P4648,"synaptotagmin 1 (syti) is a synaptic vesicle protein that binds ca2+ and is essential for fast, ca(2+)-dependent neurotransmitter release in the hippocampus, suggesting that it serves as a ca2+ sensor for exocytosis.",synaptotagmin 1 interacts with ca2,0,dev
1878,P4978,"kainic acid injection into several other brain regions, including hippocampus, cortex and hypothalamus also failed to affect the vip-elicited increase in camp in slices, despite reductions in choline acetyl-transferase, glutamate decarboxylase, cyclic nucleotide phosphodiesterase and basal levels of camp.",glutamate decarboxylase stimulates camp,0,dev
1022,P4122,we have irradiated [3h]-uridine labeled tmv and isolated tmv coat protein subunits with the attached nucleotide label.,protein subunits interacts with nucleotide,0,dev
2154,P5254,"the oxidant effect of isouramil on red cell glutathione and its synergistic enhancement by ascorbic acid or 3,4-dihydroxyphenylalanine.",isouramil interacts with red cell glutathione,1,dev
2502,P5602,[on the clinical analysis of the effect of antidepressive drugs: results with amitriptyline].,amitriptyline interacts with drugs,0,dev
2583,P5683,[studies on the problem of resistance to oxytocin and methergin in toko- and tonolysis induced by fluothane].,fluothane stimulates methergin,0,dev
1438,P4538,"because the aromatic residues at the n-termini of opioid peptides are crucial for their binding to the opioid receptors, all nine aromatic residues in il-2 were mutated by site-directed mutagenesis and both the analgesic activity and the immune activity of the wild-type and mutated il-2 were tested.",il-2 interacts with opioid receptors,0,dev
